bin_id,dataset_id,true_hypothesis,poisson_seed,expected_signal,expected_background,expected_total
BIN-0002-0024-06,SIM-0002,M,20260811,19.3373971488,0.788781451946,20.1261786008
BIN-0002-0025-01,SIM-0002,M,20260811,32.4843169295,0.802429092468,33.286746022
BIN-0002-0025-02,SIM-0002,M,20260811,17.6673949662,0.802429092468,18.4698240586
BIN-0002-0025-03,SIM-0002,M,20260811,25.7795015872,0.802429092468,26.5819306797
BIN-0002-0025-04,SIM-0002,M,20260811,24.3722103084,0.802429092468,25.1746394009
BIN-0002-0025-05,SIM-0002,M,20260811,25.0758559478,0.802429092468,25.8782850403
BIN-0002-0025-06,SIM-0002,M,20260811,25.0758559478,0.802429092468,25.8782850403
BIN-0002-0026-01,SIM-0002,M,20260811,40.8139104865,0.815795463952,41.6297059504
BIN-0002-0026-02,SIM-0002,M,20260811,24.7007855009,0.815795463952,25.5165809648
BIN-0002-0026-03,SIM-0002,M,20260811,33.5060628934,0.815795463952,34.3218583573
BIN-0002-0026-04,SIM-0002,M,20260811,32.008633094,0.815795463952,32.8244285579
BIN-0002-0026-05,SIM-0002,M,20260811,32.7573479937,0.815795463952,33.5731434576
BIN-0002-0026-06,SIM-0002,M,20260811,32.7573479937,0.815795463952,33.5731434576
BIN-0002-0027-01,SIM-0002,M,20260811,51.7546792786,0.825691035458,52.5803703141
BIN-0002-0027-02,SIM-0002,M,20260811,34.2841233895,0.825691035458,35.109814425
BIN-0002-0027-03,SIM-0002,M,20260811,43.8086519289,0.825691035458,44.6343429643
BIN-0002-0027-04,SIM-0002,M,20260811,42.2301507393,0.825691035458,43.0558417747
BIN-0002-0027-05,SIM-0002,M,20260811,43.0194013341,0.825691035458,43.8450923695
BIN-0002-0027-06,SIM-0002,M,20260811,43.0194013341,0.825691035458,43.8450923695
BIN-0003-0001-01,SIM-0003,H0,20260811,0,0.684857265297,0.684857265297
BIN-0003-0001-02,SIM-0003,H0,20260811,0,0.684857265297,0.684857265297
BIN-0003-0001-03,SIM-0003,H0,20260811,0,0.684857265297,0.684857265297
BIN-0003-0001-04,SIM-0003,H0,20260811,0,0.684857265297,0.684857265297
BIN-0003-0001-05,SIM-0003,H0,20260811,0,0.684857265297,0.684857265297
BIN-0003-0001-06,SIM-0003,H0,20260811,0,0.684857265297,0.684857265297
BIN-0003-0002-01,SIM-0003,H0,20260811,0,0.697477511214,0.697477511214
BIN-0003-0002-02,SIM-0003,H0,20260811,0,0.697477511214,0.697477511214
BIN-0003-0002-03,SIM-0003,H0,20260811,0,0.697477511214,0.697477511214
BIN-0003-0002-04,SIM-0003,H0,20260811,0,0.697477511214,0.697477511214
BIN-0003-0002-05,SIM-0003,H0,20260811,0,0.697477511214,0.697477511214
BIN-0003-0002-06,SIM-0003,H0,20260811,0,0.697477511214,0.697477511214
BIN-0003-0003-01,SIM-0003,H0,20260811,0,0.706665552361,0.706665552361
BIN-0003-0003-02,SIM-0003,H0,20260811,0,0.706665552361,0.706665552361
BIN-0003-0003-03,SIM-0003,H0,20260811,0,0.706665552361,0.706665552361
BIN-0003-0003-04,SIM-0003,H0,20260811,0,0.706665552361,0.706665552361
BIN-0003-0003-05,SIM-0003,H0,20260811,0,0.706665552361,0.706665552361
BIN-0003-0003-06,SIM-0003,H0,20260811,0,0.706665552361,0.706665552361
BIN-0003-0004-01,SIM-0003,H0,20260811,0,0.714425321017,0.714425321017
BIN-0003-0004-02,SIM-0003,H0,20260811,0,0.714425321017,0.714425321017
BIN-0003-0004-03,SIM-0003,H0,20260811,0,0.714425321017,0.714425321017
BIN-0003-0004-04,SIM-0003,H0,20260811,0,0.714425321017,0.714425321017
BIN-0003-0004-05,SIM-0003,H0,20260811,0,0.714425321017,0.714425321017
BIN-0003-0004-06,SIM-0003,H0,20260811,0,0.714425321017,0.714425321017
BIN-0003-0005-01,SIM-0003,H0,20260811,0,0.719103016909,0.719103016909
BIN-0003-0005-02,SIM-0003,H0,20260811,0,0.719103016909,0.719103016909
BIN-0003-0005-03,SIM-0003,H0,20260811,0,0.719103016909,0.719103016909
BIN-0003-0005-04,SIM-0003,H0,20260811,0,0.719103016909,0.719103016909
BIN-0003-0005-05,SIM-0003,H0,20260811,0,0.719103016909,0.719103016909
BIN-0003-0005-06,SIM-0003,H0,20260811,0,0.719103016909,0.719103016909
BIN-0003-0006-01,SIM-0003,H0,20260811,0,0.722274613765,0.722274613765
BIN-0003-0006-02,SIM-0003,H0,20260811,0,0.722274613765,0.722274613765
BIN-0003-0006-03,SIM-0003,H0,20260811,0,0.722274613765,0.722274613765
BIN-0003-0006-04,SIM-0003,H0,20260811,0,0.722274613765,0.722274613765
BIN-0003-0006-05,SIM-0003,H0,20260811,0,0.722274613765,0.722274613765
BIN-0003-0006-06,SIM-0003,H0,20260811,0,0.722274613765,0.722274613765
BIN-0003-0007-01,SIM-0003,H0,20260811,0,0.722521303296,0.722521303296
BIN-0003-0007-02,SIM-0003,H0,20260811,0,0.722521303296,0.722521303296
BIN-0003-0007-03,SIM-0003,H0,20260811,0,0.722521303296,0.722521303296
BIN-0003-0007-04,SIM-0003,H0,20260811,0,0.722521303296,0.722521303296
BIN-0003-0007-05,SIM-0003,H0,20260811,0,0.722521303296,0.722521303296
BIN-0003-0007-06,SIM-0003,H0,20260811,0,0.722521303296,0.722521303296
BIN-0003-0008-01,SIM-0003,H0,20260811,0,0.722838456253,0.722838456253
BIN-0003-0008-02,SIM-0003,H0,20260811,0,0.722838456253,0.722838456253
BIN-0003-0008-03,SIM-0003,H0,20260811,0,0.722838456253,0.722838456253
BIN-0003-0008-04,SIM-0003,H0,20260811,0,0.722838456253,0.722838456253
BIN-0003-0008-05,SIM-0003,H0,20260811,0,0.722838456253,0.722838456253
BIN-0003-0008-06,SIM-0003,H0,20260811,0,0.722838456253,0.722838456253
BIN-0003-0009-01,SIM-0003,H0,20260811,0,0.723246075424,0.723246075424
BIN-0003-0009-02,SIM-0003,H0,20260811,0,0.723246075424,0.723246075424
BIN-0003-0009-03,SIM-0003,H0,20260811,0,0.723246075424,0.723246075424
BIN-0003-0009-04,SIM-0003,H0,20260811,0,0.723246075424,0.723246075424
BIN-0003-0009-05,SIM-0003,H0,20260811,0,0.723246075424,0.723246075424
BIN-0003-0009-06,SIM-0003,H0,20260811,0,0.723246075424,0.723246075424
BIN-0003-0010-01,SIM-0003,H0,20260811,0,0.723769759264,0.723769759264
BIN-0003-0010-02,SIM-0003,H0,20260811,0,0.723769759264,0.723769759264
BIN-0003-0010-03,SIM-0003,H0,20260811,0,0.723769759264,0.723769759264
BIN-0003-0010-04,SIM-0003,H0,20260811,0,0.723769759264,0.723769759264
BIN-0003-0010-05,SIM-0003,H0,20260811,0,0.723769759264,0.723769759264
BIN-0003-0010-06,SIM-0003,H0,20260811,0,0.723769759264,0.723769759264
BIN-0003-0011-01,SIM-0003,H0,20260811,0,0.724442211541,0.724442211541
BIN-0003-0011-02,SIM-0003,H0,20260811,0,0.724442211541,0.724442211541
BIN-0003-0011-03,SIM-0003,H0,20260811,0,0.724442211541,0.724442211541
BIN-0003-0011-04,SIM-0003,H0,20260811,0,0.724442211541,0.724442211541
BIN-0003-0011-05,SIM-0003,H0,20260811,0,0.724442211541,0.724442211541
BIN-0003-0011-06,SIM-0003,H0,20260811,0,0.724442211541,0.724442211541
BIN-0003-0012-01,SIM-0003,H0,20260811,0,0.725305119761,0.725305119761
BIN-0003-0012-02,SIM-0003,H0,20260811,0,0.725305119761,0.725305119761
BIN-0003-0012-03,SIM-0003,H0,20260811,0,0.725305119761,0.725305119761
BIN-0003-0012-04,SIM-0003,H0,20260811,0,0.725305119761,0.725305119761
BIN-0003-0012-05,SIM-0003,H0,20260811,0,0.725305119761,0.725305119761
BIN-0003-0012-06,SIM-0003,H0,20260811,0,0.725305119761,0.725305119761
BIN-0003-0013-01,SIM-0003,H0,20260811,0,0.726411464387,0.726411464387
BIN-0003-0013-02,SIM-0003,H0,20260811,0,0.726411464387,0.726411464387
BIN-0003-0013-03,SIM-0003,H0,20260811,0,0.726411464387,0.726411464387
BIN-0003-0013-04,SIM-0003,H0,20260811,0,0.726411464387,0.726411464387
BIN-0003-0013-05,SIM-0003,H0,20260811,0,0.726411464387,0.726411464387
BIN-0003-0013-06,SIM-0003,H0,20260811,0,0.726411464387,0.726411464387
BIN-0003-0014-01,SIM-0003,H0,20260811,0,0.727828308258,0.727828308258
BIN-0003-0014-02,SIM-0003,H0,20260811,0,0.727828308258,0.727828308258
BIN-0003-0014-03,SIM-0003,H0,20260811,0,0.727828308258,0.727828308258
BIN-0003-0014-04,SIM-0003,H0,20260811,0,0.727828308258,0.727828308258
BIN-0003-0014-05,SIM-0003,H0,20260811,0,0.727828308258,0.727828308258
BIN-0003-0014-06,SIM-0003,H0,20260811,0,0.727828308258,0.727828308258
BIN-0003-0015-01,SIM-0003,H0,20260811,0,0.729640077576,0.729640077576
BIN-0003-0015-02,SIM-0003,H0,20260811,0,0.729640077576,0.729640077576
BIN-0003-0015-03,SIM-0003,H0,20260811,0,0.729640077576,0.729640077576
BIN-0003-0015-04,SIM-0003,H0,20260811,0,0.729640077576,0.729640077576
BIN-0003-0015-05,SIM-0003,H0,20260811,0,0.729640077576,0.729640077576
BIN-0003-0015-06,SIM-0003,H0,20260811,0,0.729640077576,0.729640077576
BIN-0003-0016-01,SIM-0003,H0,20260811,0,0.731952258676,0.731952258676
BIN-0003-0016-02,SIM-0003,H0,20260811,0,0.731952258676,0.731952258676
BIN-0003-0016-03,SIM-0003,H0,20260811,0,0.731952258676,0.731952258676
BIN-0003-0016-04,SIM-0003,H0,20260811,0,0.731952258676,0.731952258676
BIN-0003-0016-05,SIM-0003,H0,20260811,0,0.731952258676,0.731952258676
BIN-0003-0016-06,SIM-0003,H0,20260811,0,0.731952258676,0.731952258676
BIN-0003-0017-01,SIM-0003,H0,20260811,0,0.734895255224,0.734895255224
BIN-0003-0017-02,SIM-0003,H0,20260811,0,0.734895255224,0.734895255224
BIN-0003-0017-03,SIM-0003,H0,20260811,0,0.734895255224,0.734895255224
BIN-0003-0017-04,SIM-0003,H0,20260811,0,0.734895255224,0.734895255224
BIN-0003-0017-05,SIM-0003,H0,20260811,0,0.734895255224,0.734895255224
BIN-0003-0017-06,SIM-0003,H0,20260811,0,0.734895255224,0.734895255224
BIN-0003-0018-01,SIM-0003,H0,20260811,0,0.738627799156,0.738627799156
BIN-0003-0018-02,SIM-0003,H0,20260811,0,0.738627799156,0.738627799156
BIN-0003-0018-03,SIM-0003,H0,20260811,0,0.738627799156,0.738627799156
BIN-0003-0018-04,SIM-0003,H0,20260811,0,0.738627799156,0.738627799156
BIN-0003-0018-05,SIM-0003,H0,20260811,0,0.738627799156,0.738627799156
BIN-0003-0018-06,SIM-0003,H0,20260811,0,0.738627799156,0.738627799156
BIN-0003-0019-01,SIM-0003,H0,20260811,0,0.743338639784,0.743338639784
BIN-0003-0019-02,SIM-0003,H0,20260811,0,0.743338639784,0.743338639784
BIN-0003-0019-03,SIM-0003,H0,20260811,0,0.743338639784,0.743338639784
BIN-0003-0019-04,SIM-0003,H0,20260811,0,0.743338639784,0.743338639784
BIN-0003-0019-05,SIM-0003,H0,20260811,0,0.743338639784,0.743338639784
BIN-0003-0019-06,SIM-0003,H0,20260811,0,0.743338639784,0.743338639784
BIN-0003-0020-01,SIM-0003,H0,20260811,0,0.749243981996,0.749243981996
BIN-0003-0020-02,SIM-0003,H0,20260811,0,0.749243981996,0.749243981996
BIN-0003-0020-03,SIM-0003,H0,20260811,0,0.749243981996,0.749243981996
BIN-0003-0020-04,SIM-0003,H0,20260811,0,0.749243981996,0.749243981996
BIN-0003-0020-05,SIM-0003,H0,20260811,0,0.749243981996,0.749243981996
BIN-0003-0020-06,SIM-0003,H0,20260811,0,0.749243981996,0.749243981996
BIN-0003-0021-01,SIM-0003,H0,20260811,0,0.756575816986,0.756575816986
BIN-0003-0021-02,SIM-0003,H0,20260811,0,0.756575816986,0.756575816986
BIN-0003-0021-03,SIM-0003,H0,20260811,0,0.756575816986,0.756575816986
BIN-0003-0021-04,SIM-0003,H0,20260811,0,0.756575816986,0.756575816986
BIN-0003-0021-05,SIM-0003,H0,20260811,0,0.756575816986,0.756575816986
BIN-0003-0021-06,SIM-0003,H0,20260811,0,0.756575816986,0.756575816986
BIN-0003-0022-01,SIM-0003,H0,20260811,0,0.765552002419,0.765552002419
BIN-0003-0022-02,SIM-0003,H0,20260811,0,0.765552002419,0.765552002419
BIN-0003-0022-03,SIM-0003,H0,20260811,0,0.765552002419,0.765552002419
BIN-0003-0022-04,SIM-0003,H0,20260811,0,0.765552002419,0.765552002419
BIN-0003-0022-05,SIM-0003,H0,20260811,0,0.765552002419,0.765552002419
BIN-0003-0022-06,SIM-0003,H0,20260811,0,0.765552002419,0.765552002419
BIN-0003-0023-01,SIM-0003,H0,20260811,0,0.776311145612,0.776311145612
BIN-0003-0023-02,SIM-0003,H0,20260811,0,0.776311145612,0.776311145612
BIN-0003-0023-03,SIM-0003,H0,20260811,0,0.776311145612,0.776311145612
BIN-0003-0023-04,SIM-0003,H0,20260811,0,0.776311145612,0.776311145612
BIN-0003-0023-05,SIM-0003,H0,20260811,0,0.776311145612,0.776311145612
BIN-0003-0023-06,SIM-0003,H0,20260811,0,0.776311145612,0.776311145612
BIN-0003-0024-01,SIM-0003,H0,20260811,0,0.788781451946,0.788781451946
BIN-0003-0024-02,SIM-0003,H0,20260811,0,0.788781451946,0.788781451946
BIN-0003-0024-03,SIM-0003,H0,20260811,0,0.788781451946,0.788781451946
BIN-0003-0024-04,SIM-0003,H0,20260811,0,0.788781451946,0.788781451946
BIN-0003-0024-05,SIM-0003,H0,20260811,0,0.788781451946,0.788781451946
BIN-0003-0024-06,SIM-0003,H0,20260811,0,0.788781451946,0.788781451946
BIN-0003-0025-01,SIM-0003,H0,20260811,0,0.802429092468,0.802429092468
BIN-0003-0025-02,SIM-0003,H0,20260811,0,0.802429092468,0.802429092468
BIN-0003-0025-03,SIM-0003,H0,20260811,0,0.802429092468,0.802429092468
BIN-0003-0025-04,SIM-0003,H0,20260811,0,0.802429092468,0.802429092468
BIN-0003-0025-05,SIM-0003,H0,20260811,0,0.802429092468,0.802429092468
BIN-0003-0025-06,SIM-0003,H0,20260811,0,0.802429092468,0.802429092468
BIN-0003-0026-01,SIM-0003,H0,20260811,0,0.815795463952,0.815795463952
BIN-0003-0026-02,SIM-0003,H0,20260811,0,0.815795463952,0.815795463952
BIN-0003-0026-03,SIM-0003,H0,20260811,0,0.815795463952,0.815795463952
BIN-0003-0026-04,SIM-0003,H0,20260811,0,0.815795463952,0.815795463952
BIN-0003-0026-05,SIM-0003,H0,20260811,0,0.815795463952,0.815795463952
BIN-0003-0026-06,SIM-0003,H0,20260811,0,0.815795463952,0.815795463952
BIN-0003-0027-01,SIM-0003,H0,20260811,0,0.825691035458,0.825691035458
BIN-0003-0027-02,SIM-0003,H0,20260811,0,0.825691035458,0.825691035458
BIN-0003-0027-03,SIM-0003,H0,20260811,0,0.825691035458,0.825691035458
BIN-0003-0027-04,SIM-0003,H0,20260811,0,0.825691035458,0.825691035458
BIN-0003-0027-05,SIM-0003,H0,20260811,0,0.825691035458,0.825691035458
BIN-0003-0027-06,SIM-0003,H0,20260811,0,0.825691035458,0.825691035458
