event_id,dataset_id,tdc_time_ns,pulse_id,exposure_id,detector_id,basis,outcome,pulse_height_mV,time_over_threshold_ns,gate_code,veto_bits,calibration_id,clock_calibration_id,quality_mask
EVT-000000000423,SIM-0001,2026081199928000172,PULSE-EXP-0001-0026-00928,EXP-0001-0026,SNSPD-04,X,-,33.821136,7.564406,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000424,SIM-0001,2026081199959000031,PULSE-EXP-0001-0026-00959,EXP-0001-0026,SNSPD-04,X,-,30.027322,7.344488,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000425,SIM-0001,2026081200021000008,PULSE-EXP-0001-0026-01021,EXP-0001-0026,SNSPD-01,Z,+,34.571314,7.696161,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000426,SIM-0001,2026081200033000157,PULSE-EXP-0001-0026-01033,EXP-0001-0026,SNSPD-05,Y,+,30.847865,7.130384,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000427,SIM-0001,2026081200048000052,PULSE-EXP-0001-0026-01048,EXP-0001-0026,SNSPD-04,X,-,29.171464,7.603982,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000428,SIM-0001,2026081200124000124,PULSE-EXP-0001-0026-01124,EXP-0001-0026,SNSPD-01,Z,+,31.891153,8.193230,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000429,SIM-0001,2026081200130000043,PULSE-EXP-0001-0026-01130,EXP-0001-0026,SNSPD-04,X,-,31.711703,7.862993,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000430,SIM-0001,2026081200140000090,PULSE-EXP-0001-0026-01140,EXP-0001-0026,SNSPD-06,Y,-,29.017814,8.126479,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000431,SIM-0001,2026081200197000131,PULSE-EXP-0001-0026-01197,EXP-0001-0026,SNSPD-06,Y,-,32.912706,8.525756,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000432,SIM-0001,2026081200248000140,PULSE-EXP-0001-0026-01248,EXP-0001-0026,SNSPD-03,X,+,33.150482,7.585691,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000433,SIM-0001,2026081200289000022,PULSE-EXP-0001-0026-01289,EXP-0001-0026,SNSPD-05,Y,+,29.897777,8.312238,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000434,SIM-0001,2026081200300000152,PULSE-EXP-0001-0026-01300,EXP-0001-0026,SNSPD-01,Z,+,32.305045,8.739847,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000435,SIM-0001,2026081200377000128,PULSE-EXP-0001-0026-01377,EXP-0001-0026,SNSPD-01,Z,+,32.815080,8.625249,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000436,SIM-0001,2026081200458000117,PULSE-EXP-0001-0026-01458,EXP-0001-0026,SNSPD-03,X,+,31.299575,7.274547,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000437,SIM-0001,2026081200489000101,PULSE-EXP-0001-0026-01489,EXP-0001-0026,SNSPD-05,Y,+,33.325409,8.419444,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000438,SIM-0001,2026081200612000173,PULSE-EXP-0001-0026-01612,EXP-0001-0026,SNSPD-01,Z,+,29.737911,8.597746,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000439,SIM-0001,2026081200618000157,PULSE-EXP-0001-0026-01618,EXP-0001-0026,SNSPD-03,X,+,33.098727,8.032667,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000440,SIM-0001,2026081200713000197,PULSE-EXP-0001-0026-01713,EXP-0001-0026,SNSPD-05,Y,+,34.040350,8.437086,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000441,SIM-0001,2026081200816000024,PULSE-EXP-0001-0026-01816,EXP-0001-0026,SNSPD-06,Y,-,32.952962,8.182236,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000442,SIM-0001,2026081200955000046,PULSE-EXP-0001-0026-01955,EXP-0001-0026,SNSPD-06,Y,-,29.868083,8.830193,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000443,SIM-0001,2026081200972000162,PULSE-EXP-0001-0026-01972,EXP-0001-0026,SNSPD-01,Z,+,31.852759,7.589860,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000444,SIM-0001,2026081200980000160,PULSE-EXP-0001-0026-01980,EXP-0001-0026,SNSPD-04,X,-,30.954007,7.777659,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000445,SIM-0001,2026081201005000090,PULSE-EXP-0001-0026-02005,EXP-0001-0026,SNSPD-01,Z,+,32.616364,7.340925,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000446,SIM-0001,2026081201042000031,PULSE-EXP-0001-0026-02042,EXP-0001-0026,SNSPD-04,X,-,33.064465,8.105271,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000447,SIM-0001,2026081201054000017,PULSE-EXP-0001-0026-02054,EXP-0001-0026,SNSPD-02,Z,-,33.609945,7.879961,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000448,SIM-0001,2026081201057000174,PULSE-EXP-0001-0026-02057,EXP-0001-0026,SNSPD-03,X,+,31.686051,8.006853,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000449,SIM-0001,2026081201184000164,PULSE-EXP-0001-0026-02184,EXP-0001-0026,SNSPD-03,X,+,30.038071,9.490383,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000450,SIM-0001,2026081201235000188,PULSE-EXP-0001-0026-02235,EXP-0001-0026,SNSPD-05,Y,+,30.809932,8.483283,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000451,SIM-0001,2026081201400000041,PULSE-EXP-0001-0026-02400,EXP-0001-0026,SNSPD-06,Y,-,34.323731,6.982188,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000452,SIM-0001,2026081201412000085,PULSE-EXP-0001-0026-02412,EXP-0001-0026,SNSPD-04,X,-,32.309521,7.059931,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000453,SIM-0001,2026081201520000125,PULSE-EXP-0001-0026-02520,EXP-0001-0026,SNSPD-05,Y,+,33.385366,8.481378,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000454,SIM-0001,2026081201801000183,PULSE-EXP-0001-0026-02801,EXP-0001-0026,SNSPD-05,Y,+,33.296186,7.517544,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000455,SIM-0001,2026081201847000008,PULSE-EXP-0001-0026-02847,EXP-0001-0026,SNSPD-04,X,-,28.527070,8.509856,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000456,SIM-0001,2026081201868000186,PULSE-EXP-0001-0026-02868,EXP-0001-0026,SNSPD-04,X,-,32.767151,7.961392,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000457,SIM-0001,2026081201871000024,PULSE-EXP-0001-0026-02871,EXP-0001-0026,SNSPD-03,X,+,33.521355,9.001136,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000458,SIM-0001,2026081202054000188,PULSE-EXP-0001-0026-03054,EXP-0001-0026,SNSPD-04,X,-,32.331955,7.367296,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000459,SIM-0001,2026081202434000075,PULSE-EXP-0001-0026-03434,EXP-0001-0026,SNSPD-06,Y,-,32.929020,8.482854,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000460,SIM-0001,2026081202461000092,PULSE-EXP-0001-0026-03461,EXP-0001-0026,SNSPD-04,X,-,33.231954,7.824394,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000461,SIM-0001,2026081202647000180,PULSE-EXP-0001-0026-03647,EXP-0001-0026,SNSPD-05,Y,+,34.442500,7.401596,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000462,SIM-0001,2026081202768000000,PULSE-EXP-0001-0026-03768,EXP-0001-0026,SNSPD-06,Y,-,30.872273,7.393889,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000463,SIM-0001,2026081202829000018,PULSE-EXP-0001-0026-03829,EXP-0001-0026,SNSPD-05,Y,+,29.295507,8.551057,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000464,SIM-0001,2026081202860000155,PULSE-EXP-0001-0026-03860,EXP-0001-0026,SNSPD-06,Y,-,31.797978,8.386060,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000465,SIM-0001,2026081202902000083,PULSE-EXP-0001-0026-03902,EXP-0001-0026,SNSPD-06,Y,-,32.313888,8.542319,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000466,SIM-0001,2026081202946000059,PULSE-EXP-0001-0026-03946,EXP-0001-0026,SNSPD-06,Y,-,32.543491,7.866291,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000467,SIM-0001,2026081203113000121,PULSE-EXP-0001-0026-04113,EXP-0001-0026,SNSPD-02,Z,-,29.897013,6.909772,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000468,SIM-0001,2026081203190000080,PULSE-EXP-0001-0026-04190,EXP-0001-0026,SNSPD-06,Y,-,30.554226,8.552279,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000469,SIM-0001,2026081203196000171,PULSE-EXP-0001-0026-04196,EXP-0001-0026,SNSPD-06,Y,-,34.259701,8.219990,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000470,SIM-0001,2026081203458000057,PULSE-EXP-0001-0026-04458,EXP-0001-0026,SNSPD-02,Z,-,28.152633,8.045807,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000471,SIM-0001,2026081203474000017,PULSE-EXP-0001-0026-04474,EXP-0001-0026,SNSPD-03,X,+,33.599660,7.402239,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000472,SIM-0001,2026081203506000102,PULSE-EXP-0001-0026-04506,EXP-0001-0026,SNSPD-03,X,+,29.962011,7.690007,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000473,SIM-0001,2026081203548000159,PULSE-EXP-0001-0026-04548,EXP-0001-0026,SNSPD-02,Z,-,28.555535,8.657695,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000474,SIM-0001,2026081203649000128,PULSE-EXP-0001-0026-04649,EXP-0001-0026,SNSPD-06,Y,-,31.120080,7.783536,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000475,SIM-0001,2026081203660000037,PULSE-EXP-0001-0026-04660,EXP-0001-0026,SNSPD-06,Y,-,36.301434,8.429036,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000476,SIM-0001,2026081203700000098,PULSE-EXP-0001-0026-04700,EXP-0001-0026,SNSPD-05,Y,+,34.089679,7.495264,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000477,SIM-0001,2026081203713000102,PULSE-EXP-0001-0026-04713,EXP-0001-0026,SNSPD-03,X,+,32.265580,7.550715,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000478,SIM-0001,2026081203735000069,PULSE-EXP-0001-0026-04735,EXP-0001-0026,SNSPD-02,Z,-,31.429783,7.627167,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000479,SIM-0001,2026081203808000049,PULSE-EXP-0001-0026-04808,EXP-0001-0026,SNSPD-06,Y,-,33.427957,8.096763,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000480,SIM-0001,2026081203849000124,PULSE-EXP-0001-0026-04849,EXP-0001-0026,SNSPD-01,Z,+,32.603223,8.247214,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000481,SIM-0001,2026081203864000134,PULSE-EXP-0001-0026-04864,EXP-0001-0026,SNSPD-06,Y,-,35.232388,7.896626,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000482,SIM-0001,2026081203901000065,PULSE-EXP-0001-0026-04901,EXP-0001-0026,SNSPD-03,X,+,34.787064,8.519974,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000483,SIM-0001,2026081203977000005,PULSE-EXP-0001-0026-04977,EXP-0001-0026,SNSPD-05,Y,+,31.609022,8.132168,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000484,SIM-0001,2026081204032000041,PULSE-EXP-0001-0026-05032,EXP-0001-0026,SNSPD-03,X,+,33.127858,8.866166,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000485,SIM-0001,2026081204038000160,PULSE-EXP-0001-0026-05038,EXP-0001-0026,SNSPD-04,X,-,31.182169,7.826100,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000486,SIM-0001,2026081204159000171,PULSE-EXP-0001-0026-05159,EXP-0001-0026,SNSPD-02,Z,-,33.872571,7.751671,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000487,SIM-0001,2026081204225000136,PULSE-EXP-0001-0026-05225,EXP-0001-0026,SNSPD-06,Y,-,33.961812,8.451301,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000488,SIM-0001,2026081204512000088,PULSE-EXP-0001-0026-05512,EXP-0001-0026,SNSPD-05,Y,+,33.358522,7.626901,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000489,SIM-0001,2026081204539000024,PULSE-EXP-0001-0026-05539,EXP-0001-0026,SNSPD-04,X,-,35.555131,8.167683,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000490,SIM-0001,2026081204583000172,PULSE-EXP-0001-0026-05583,EXP-0001-0026,SNSPD-05,Y,+,34.554906,8.593181,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000491,SIM-0001,2026081204638000033,PULSE-EXP-0001-0026-05638,EXP-0001-0026,SNSPD-01,Z,+,33.346782,8.263018,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000492,SIM-0001,2026081204695000067,PULSE-EXP-0001-0026-05695,EXP-0001-0026,SNSPD-03,X,+,29.851957,7.487112,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000493,SIM-0001,2026081204786000138,PULSE-EXP-0001-0026-05786,EXP-0001-0026,SNSPD-05,Y,+,31.784889,7.594512,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000494,SIM-0001,2026081204843000192,PULSE-EXP-0001-0026-05843,EXP-0001-0026,SNSPD-01,Z,+,32.589375,7.273754,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000495,SIM-0001,2026081204864000008,PULSE-EXP-0001-0026-05864,EXP-0001-0026,SNSPD-03,X,+,26.363212,6.973782,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000496,SIM-0001,2026081204959000108,PULSE-EXP-0001-0026-05959,EXP-0001-0026,SNSPD-05,Y,+,33.699799,7.718612,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000497,SIM-0001,2026081205228000175,PULSE-EXP-0001-0026-06228,EXP-0001-0026,SNSPD-05,Y,+,34.758443,8.198660,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000498,SIM-0001,2026081205263000081,PULSE-EXP-0001-0026-06263,EXP-0001-0026,SNSPD-02,Z,-,32.972734,7.295727,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000499,SIM-0001,2026081205470000052,PULSE-EXP-0001-0026-06470,EXP-0001-0026,SNSPD-05,Y,+,35.268724,7.541097,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000500,SIM-0001,2026081205624000145,PULSE-EXP-0001-0026-06624,EXP-0001-0026,SNSPD-06,Y,-,33.762878,8.375986,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000501,SIM-0001,2026081205676000035,PULSE-EXP-0001-0026-06676,EXP-0001-0026,SNSPD-05,Y,+,32.571242,8.962886,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000502,SIM-0001,2026081205932000080,PULSE-EXP-0001-0026-06932,EXP-0001-0026,SNSPD-05,Y,+,35.388302,8.726923,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000503,SIM-0001,2026081205934000024,PULSE-EXP-0001-0026-06934,EXP-0001-0026,SNSPD-01,Z,+,30.496645,8.732115,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000504,SIM-0001,2026081205989000191,PULSE-EXP-0001-0026-06989,EXP-0001-0026,SNSPD-01,Z,+,34.916889,7.839936,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000505,SIM-0001,2026081206099000023,PULSE-EXP-0001-0026-07099,EXP-0001-0026,SNSPD-01,Z,+,31.549427,7.564927,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000506,SIM-0001,2026081206162000190,PULSE-EXP-0001-0026-07162,EXP-0001-0026,SNSPD-03,X,+,33.042766,8.339162,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000507,SIM-0001,2026081206173000052,PULSE-EXP-0001-0026-07173,EXP-0001-0026,SNSPD-03,X,+,35.323623,7.218865,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000508,SIM-0001,2026081206309000142,PULSE-EXP-0001-0026-07309,EXP-0001-0026,SNSPD-01,Z,+,32.308028,8.184015,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000509,SIM-0001,2026081206319000067,PULSE-EXP-0001-0026-07319,EXP-0001-0026,SNSPD-01,Z,+,35.555652,8.166241,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000510,SIM-0001,2026081206334000067,PULSE-EXP-0001-0026-07334,EXP-0001-0026,SNSPD-04,X,-,33.272978,6.857614,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000511,SIM-0001,2026081206348000091,PULSE-EXP-0001-0026-07348,EXP-0001-0026,SNSPD-06,Y,-,32.512123,7.719212,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000512,SIM-0001,2026081206380000171,PULSE-EXP-0001-0026-07380,EXP-0001-0026,SNSPD-01,Z,+,35.389239,7.559464,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000513,SIM-0001,2026081206417000020,PULSE-EXP-0001-0026-07417,EXP-0001-0026,SNSPD-03,X,+,33.447968,8.594060,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000514,SIM-0001,2026081206573000129,PULSE-EXP-0001-0026-07573,EXP-0001-0026,SNSPD-01,Z,+,34.209246,7.893343,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000515,SIM-0001,2026081206698000140,PULSE-EXP-0001-0026-07698,EXP-0001-0026,SNSPD-06,Y,-,35.019141,7.948363,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000516,SIM-0001,2026081206832000142,PULSE-EXP-0001-0026-07832,EXP-0001-0026,SNSPD-04,X,-,30.486962,7.240379,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000517,SIM-0001,2026081206879000188,PULSE-EXP-0001-0026-07879,EXP-0001-0026,SNSPD-06,Y,-,32.437313,8.020520,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000518,SIM-0001,2026081206974000120,PULSE-EXP-0001-0026-07974,EXP-0001-0026,SNSPD-01,Z,+,31.026209,7.900802,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000519,SIM-0001,2026081207151000063,PULSE-EXP-0001-0026-08151,EXP-0001-0026,SNSPD-06,Y,-,33.200748,7.563472,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000520,SIM-0001,2026081207328000141,PULSE-EXP-0001-0026-08328,EXP-0001-0026,SNSPD-03,X,+,33.044091,7.886523,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000521,SIM-0001,2026081207329000009,PULSE-EXP-0001-0026-08329,EXP-0001-0026,SNSPD-06,Y,-,33.332136,8.220268,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000522,SIM-0001,2026081207403000061,PULSE-EXP-0001-0026-08403,EXP-0001-0026,SNSPD-06,Y,-,30.217617,8.239502,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000523,SIM-0001,2026081207432000059,PULSE-EXP-0001-0026-08432,EXP-0001-0026,SNSPD-01,Z,+,33.723953,7.755592,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000524,SIM-0001,2026081207437000125,PULSE-EXP-0001-0026-08437,EXP-0001-0026,SNSPD-03,X,+,33.922875,6.687851,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000525,SIM-0001,2026081207449000048,PULSE-EXP-0001-0026-08449,EXP-0001-0026,SNSPD-05,Y,+,33.748702,7.539623,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000526,SIM-0001,2026081207508000083,PULSE-EXP-0001-0026-08508,EXP-0001-0026,SNSPD-03,X,+,33.282580,8.269809,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000527,SIM-0001,2026081207588000141,PULSE-EXP-0001-0026-08588,EXP-0001-0026,SNSPD-05,Y,+,31.929316,7.751463,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000528,SIM-0001,2026081207641000147,PULSE-EXP-0001-0026-08641,EXP-0001-0026,SNSPD-05,Y,+,31.346835,8.236014,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000529,SIM-0001,2026081207646000007,PULSE-EXP-0001-0026-08646,EXP-0001-0026,SNSPD-02,Z,-,36.286875,8.037771,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000530,SIM-0001,2026081207718000058,PULSE-EXP-0001-0026-08718,EXP-0001-0026,SNSPD-03,X,+,31.664631,8.200003,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000531,SIM-0001,2026081207765000091,PULSE-EXP-0001-0026-08765,EXP-0001-0026,SNSPD-02,Z,-,32.920502,8.167456,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000532,SIM-0001,2026081207768000184,PULSE-EXP-0001-0026-08768,EXP-0001-0026,SNSPD-02,Z,-,29.970263,8.311343,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000533,SIM-0001,2026081207793000048,PULSE-EXP-0001-0026-08793,EXP-0001-0026,SNSPD-05,Y,+,31.030471,8.041124,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000534,SIM-0001,2026081207850000036,PULSE-EXP-0001-0026-08850,EXP-0001-0026,SNSPD-06,Y,-,30.874358,7.803622,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000535,SIM-0001,2026081207933000014,PULSE-EXP-0001-0026-08933,EXP-0001-0026,SNSPD-01,Z,+,31.229760,8.167633,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000536,SIM-0001,2026081207944000112,PULSE-EXP-0001-0026-08944,EXP-0001-0026,SNSPD-05,Y,+,28.199944,8.527041,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000537,SIM-0001,2026081207982000116,PULSE-EXP-0001-0026-08982,EXP-0001-0026,SNSPD-01,Z,+,28.839717,8.793976,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000538,SIM-0001,2026081207992000164,PULSE-EXP-0001-0026-08992,EXP-0001-0026,SNSPD-06,Y,-,33.539540,7.502745,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000539,SIM-0001,2026081208146000040,PULSE-EXP-0001-0026-09146,EXP-0001-0026,SNSPD-01,Z,+,30.914719,9.232981,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000540,SIM-0001,2026081208214000035,PULSE-EXP-0001-0026-09214,EXP-0001-0026,SNSPD-04,X,-,31.581323,7.287125,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000541,SIM-0001,2026081208238000172,PULSE-EXP-0001-0026-09238,EXP-0001-0026,SNSPD-03,X,+,30.933890,9.100410,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000542,SIM-0001,2026081208382000156,PULSE-EXP-0001-0026-09382,EXP-0001-0026,SNSPD-02,Z,-,27.818055,7.861119,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000543,SIM-0001,2026081208464000074,PULSE-EXP-0001-0026-09464,EXP-0001-0026,SNSPD-02,Z,-,32.961817,8.777002,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000544,SIM-0001,2026081208474000035,PULSE-EXP-0001-0026-09474,EXP-0001-0026,SNSPD-03,X,+,32.884037,8.851475,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
EVT-000000000545,SIM-0001,2026081208538000009,PULSE-EXP-0001-0026-09538,EXP-0001-0026,SNSPD-03,X,+,31.728719,8.667512,SIGNAL,0x0000,CAL-20260811-001,CLOCK-20260811-001,PASS
